time	est_speed	baro_speed	gps_speed	vel_z_pid_output	vel_z_pid_err	vel_z_I	gps_status	healthy	state	mav_mode
40039	0.5605	-0.1363	0.5299	0.0000	0.0000	0.0000	2	0	0	64
40089	0.5810	-0.5627	0.5299	0.0000	0.0000	0.0000	2	0	0	64
40139	0.5889	-0.7727	0.5299	0.0000	0.0000	0.0000	2	0	0	64
40189	0.5899	-0.3598	0.1599	0.0000	0.0000	0.0000	2	0	0	64
40239	0.5528	-0.0978	0.1599	0.0000	0.0000	0.0000	2	1	0	64
40289	0.5312	0.3818	0.1599	0.0000	0.0000	0.0000	2	1	0	64
40339	0.5221	0.6238	0.1599	0.0000	0.0000	0.0000	2	0	0	64
40389	0.5131	0.3992	0.1599	0.0000	0.0000	0.0000	2	0	0	64
40439	0.5018	0.2730	0.1599	0.0000	0.0000	0.0000	2	0	0	64
40489	0.4897	0.1178	0.1599	0.0000	0.0000	0.0000	2	0	0	64
40539	0.4683	-0.3879	0.1599	0.0000	0.0000	0.0000	2	0	0	64
40589	0.4445	-0.0890	0.1599	0.0000	0.0000	0.0000	2	0	0	64
40639	0.4373	0.2028	0.1599	0.0000	0.0000	0.0000	2	0	0	64
