time	est_speed	baro_speed	gps_speed	vel_z_pid_output	vel_z_pid_err	vel_z_I	gps_status	healthy	state	mav_mode
84438	1.0280	0.9453	0.6000	0.0425	0.0240	-0.0022	2	0	0	192
84488	1.0692	0.8311	0.1199	0.0425	0.0240	-0.0022	2	0	0	192
84538	1.0017	0.1212	0.1199	0.0425	0.0240	-0.0022	2	1	0	192
84588	0.9053	0.2947	0.1199	0.0425	0.0240	-0.0022	2	1	0	192
84638	0.8083	0.3727	0.1199	0.0425	0.0240	-0.0022	2	1	0	192
84688	0.6866	0.6634	0.1199	0.0425	0.0240	-0.0022	2	1	0	192
84738	0.5606	0.8427	0.1199	0.0425	0.0240	-0.0022	2	1	0	192
84788	0.5212	1.0437	0.2099	0.0425	0.0240	-0.0022	2	1	0	192
84838	0.5406	1.1885	0.2099	0.0425	0.0240	-0.0022	2	1	0	192
84888	0.5447	1.1890	0.2099	0.0425	0.0240	-0.0022	2	1	0	192
84938	0.5350	1.1625	0.2099	0.0425	0.0240	-0.0022	2	1	0	192
84988	0.5537	0.9963	0.1100	0.0425	0.0240	-0.0022	2	1	0	192
85038	0.5245	0.7527	0.1100	0.0425	0.0240	-0.0022	2	1	0	192
85088	0.5008	0.6159	0.1100	0.0425	0.0240	-0.0022	2	1	0	192
85138	0.4840	0.5308	0.1100	0.0425	0.0240	-0.0022	2	1	0	192
85188	0.4717	0.3901	0.1100	0.0425	0.0240	-0.0022	2	1	0	192
85238	0.4613	0.3035	0.1100	0.0425	0.0240	-0.0022	2	1	0	192
85288	0.4717	0.4661	0.1000	0.0425	0.0240	-0.0022	2	1	0	192
85338	0.4513	0.5406	0.1000	0.0425	0.0240	-0.0022	2	1	0	192
85388	0.4027	0.6515	0.1000	0.0425	0.0240	-0.0022	2	1	0	192
85438	0.3893	0.6905	0.1000	0.0425	0.0240	-0.0022	2	1	0	192
85488	0.3564	0.6011	0.1000	0.0425	0.0240	-0.0022	2	1	0	192
85538	0.3444	0.4144	0.1000	0.0425	0.0240	-0.0022	2	1	0	192
85588	0.3548	0.3075	0.1000	0.0425	0.0240	-0.0022	2	1	0	192
85638	0.3596	0.4448	0.1000	0.0425	0.0240	-0.0022	2	1	0	192
85688	0.3454	0.6007	0.1000	0.0425	0.0240	-0.0022	2	1	0	192
85738	0.3348	0.7110	0.1000	0.0425	0.0240	-0.0022	2	1	0	192
85788	0.3491	0.7104	-0.0599	0.0425	0.0240	-0.0022	2	1	0	192
85838	0.3509	0.6402	-0.0599	0.0425	0.0240	-0.0022	2	1	0	192
85888	0.3848	0.5162	-0.0599	0.0425	0.0240	-0.0022	2	1	0	192
85938	0.4121	0.5239	-0.0599	0.0425	0.0240	-0.0022	2	1	0	192
85988	0.4479	0.3900	0.0399	0.0425	0.0240	-0.0022	2	1	0	192
86038	0.4887	0.5273	0.0399	0.0425	0.0240	-0.0022	2	1	0	192
86088	0.5267	0.5712	0.0399	0.0425	0.0240	-0.0022	2	1	0	192
86138	0.5507	0.6237	0.0399	0.0425	0.0240	-0.0022	2	1	0	192
86188	0.5702	0.5947	0.0399	0.0425	0.0240	-0.0022	2	1	0	192
86238	0.5587	0.3141	0.0399	0.0425	0.0240	-0.0022	2	1	0	192
86288	0.5318	0.1598	-0.0399	0.0425	0.0240	-0.0022	2	1	0	192
86338	0.4696	0.3706	-0.0399	0.0425	0.0240	-0.0022	2	1	0	192
86388	0.4271	0.4724	-0.0399	0.0425	0.0240	-0.0022	2	1	0	192
86438	0.4209	0.4177	-0.0399	0.0425	0.0240	-0.0022	2	1	0	192
86488	0.4005	0.3920	0.2399	0.0425	0.0240	-0.0022	2	1	0	192
86538	0.4166	0.2853	0.2399	0.0425	0.0240	-0.0022	2	1	0	192
86588	0.4453	0.3440	0.2399	0.0425	0.0240	-0.0022	2	1	0	192
86638	0.4726	0.3786	0.2399	0.0425	0.0240	-0.0022	2	1	0	192
86688	0.4918	0.4155	0.2399	0.0425	0.0240	-0.0022	2	1	0	192
86738	0.4891	0.2991	0.2399	0.0425	0.0240	-0.0022	2	1	0	192
86788	0.4787	0.3580	0.4500	0.0425	0.0240	-0.0022	2	1	0	192
86838	0.5173	0.2471	0.4500	0.0425	0.0240	-0.0022	2	1	0	192
86888	0.5378	0.1906	0.4500	0.0425	0.0240	-0.0022	2	1	0	192
86938	0.5606	0.1568	0.4500	0.0425	0.0240	-0.0022	2	1	0	192
86988	0.5904	0.1355	0.5400	0.0425	0.0240	-0.0022	2	1	0	192
87038	0.6137	0.1214	0.5400	0.0425	0.0240	-0.0022	2	1	0	192
87088	0.6594	0.1102	0.5400	0.0425	0.0240	-0.0022	2	1	0	192
87138	0.6768	0.1029	0.5400	0.0425	0.0240	-0.0022	2	1	0	192
87188	0.6887	0.1386	0.5400	0.0425	0.0240	-0.0022	2	1	0	192
87238	0.6943	0.3646	0.5400	0.0425	0.0240	-0.0022	2	1	0	192
87288	0.6820	0.5122	0.5400	0.0425	0.0240	-0.0022	2	1	0	192
87338	0.6920	0.9079	0.5400	0.0425	0.0240	-0.0022	2	1	0	192
87388	0.7253	1.1786	0.5400	0.0425	0.0240	-0.0022	2	1	0	192
87438	0.7624	1.2758	0.5400	0.0425	0.0240	-0.0022	2	0	0	192
87488	0.7772	1.3150	0.2700	0.0425	0.0240	-0.0022	2	0	0	192
87538	0.7263	1.2212	0.2700	0.0425	0.0240	-0.0022	2	0	0	192
87588	0.6798	1.6502	0.2700	0.0425	0.0240	-0.0022	2	0	0	192
87638	0.6900	2.4681	0.2700	0.0425	0.0240	-0.0022	2	0	0	192
87688	0.7089	2.7973	0.2700	0.0425	0.0240	-0.0022	2	0	0	192
87738	0.6300	2.9473	0.2700	0.0425	0.0240	-0.0022	2	0	0	192
87788	0.5471	2.7908	0.3799	0.0425	0.0240	-0.0022	2	0	0	192
87838	0.5679	2.4358	0.3799	0.0425	0.0240	-0.0022	2	0	0	192
87888	0.6116	1.5859	0.3799	0.0425	0.0240	-0.0022	2	0	0	192
87938	0.6626	1.1584	0.3799	0.0425	0.0240	-0.0022	2	0	0	192
87988	0.7457	0.9128	0.1500	0.0425	0.0240	-0.0022	2	0	0	192
88038	0.8428	1.0165	0.1500	0.0425	0.0240	-0.0022	2	0	0	192
88088	0.8326	1.0330	0.1500	0.0425	0.0240	-0.0022	2	0	0	192
88138	0.6942	0.9877	0.1500	0.0425	0.0240	-0.0022	2	0	0	192
88188	0.6458	0.3551	0.1500	0.0425	0.0240	-0.0022	2	0	0	192
88238	0.6755	0.3954	0.1500	0.0425	0.0240	-0.0022	2	1	0	192
88288	0.6643	0.3199	-0.1599	0.0425	0.0240	-0.0022	2	1	0	192
88338	0.6313	0.2766	-0.1599	0.0425	0.0240	-0.0022	2	0	0	192
88388	0.6011	0.2053	-0.1599	0.0425	0.0240	-0.0022	2	0	0	64
88438	0.5641	-0.1160	-0.1599	0.0425	0.0240	-0.0022	2	1	0	64
88488	0.5043	-0.1721	0.1199	0.0425	0.0240	-0.0022	2	1	0	64
88538	0.5080	-0.1039	0.1199	0.0425	0.0240	-0.0022	2	0	0	64
88588	0.4959	-0.3182	0.1199	0.0425	0.0240	-0.0022	2	0	0	64
88638	0.4612	-0.4163	0.1199	0.0425	0.0240	-0.0022	2	0	0	64
88688	0.4257	-0.4648	0.1199	0.0425	0.0240	-0.0022	2	0	0	64
88738	0.4089	-0.3953	0.1199	0.0425	0.0240	-0.0022	2	0	0	64
88788	0.4027	-0.3502	0.0500	0.0425	0.0240	-0.0022	2	0	0	64
88838	0.3983	-0.4029	0.0500	0.0425	0.0240	-0.0022	2	0	0	64
88888	0.3914	-0.4163	0.0500	0.0425	0.0240	-0.0022	2	0	0	64
88938	0.3934	-0.2085	0.0500	0.0425	0.0240	-0.0022	2	0	0	64
88988	0.3986	-0.0952	-0.1100	0.0425	0.0240	-0.0022	2	0	0	64
89038	0.3606	-0.7496	-0.1100	0.0425	0.0240	-0.0022	2	0	0	64
89088	0.3178	-0.6261	-0.1100	0.0425	0.0240	-0.0022	2	0	0	64
89138	0.2849	-0.3815	-0.1100	0.0425	0.0240	-0.0022	2	1	0	64
89188	0.2629	-0.2455	-0.1100	0.0425	0.0240	-0.0022	2	1	0	64
89238	0.2487	-0.2113	-0.1100	0.0425	0.0240	-0.0022	2	1	0	64
89288	0.2350	-0.3097	-0.1000	0.0425	0.0240	-0.0022	2	1	0	64
89338	0.2258	-0.2328	-0.1000	0.0425	0.0240	-0.0022	2	1	0	64
89388	0.2237	-0.1875	-0.1000	0.0425	0.0240	-0.0022	2	1	0	64
89438	0.2233	-0.1596	-0.1000	0.0425	0.0240	-0.0022	2	0	0	64
89488	0.2206	-0.0987	-0.0599	0.0425	0.0240	-0.0022	2	0	0	64
89538	0.2215	-0.4438	-0.0599	0.0425	0.0240	-0.0022	2	0	0	64
89588	0.2270	-0.1098	-0.0599	0.0425	0.0240	-0.0022	2	0	0	64
89638	0.2332	-0.1006	-0.0599	0.0425	0.0240	-0.0022	2	0	0	64
89688	0.2413	0.2229	-0.0599	0.0425	0.0240	-0.0022	2	0	0	64
89738	0.2499	0.2767	-0.0599	0.0425	0.0240	-0.0022	2	0	0	64
89788	0.2540	0.2576	0.0199	0.0425	0.0240	-0.0022	2	0	0	64
89838	0.2675	0.0317	0.0199	0.0425	0.0240	-0.0022	2	0	0	64
89888	0.2779	-0.0809	0.0199	0.0425	0.0240	-0.0022	2	0	0	64
89938	0.2843	-0.1436	0.0199	0.0425	0.0240	-0.0022	2	0	0	64
89988	0.2910	-0.1733	0.0900	0.0425	0.0240	-0.0022	2	0	0	64
90038	0.3054	0.1040	0.0900	0.0425	0.0240	-0.0022	2	0	0	64
90088	0.3152	-0.1689	0.0900	0.0425	0.0240	-0.0022	2	0	0	64
90138	0.3190	0.0287	0.0900	0.0425	0.0240	-0.0022	2	0	0	64
90188	0.3178	-0.1208	0.0900	0.0425	0.0240	-0.0022	2	0	0	64
90238	0.3206	-0.1965	0.0900	0.0425	0.0240	-0.0022	2	0	0	64
90289	0.3199	-0.1986	0.1000	0.0425	0.0240	-0.0022	2	0	0	64
90338	0.3250	0.0295	0.1000	0.0425	0.0240	-0.0022	2	1	0	64
90388	0.3352	0.1481	0.1000	0.0425	0.0240	-0.0022	2	1	0	64
90438	0.3430	0.2034	0.1000	0.0425	0.0240	-0.0022	2	0	0	64
90488	0.3486	-0.2737	-0.0099	0.0425	0.0240	-0.0022	2	0	0	64
90538	0.3250	-1.0644	-0.0099	0.0425	0.0240	-0.0022	2	0	0	64
90588	0.2948	-1.2014	-0.0099	0.0425	0.0240	-0.0022	2	0	0	64
90638	0.2669	-1.2457	-0.0099	0.0425	0.0240	-0.0022	2	0	0	64
90688	0.2534	-0.3661	-0.0099	0.0425	0.0240	-0.0022	2	0	0	64
90738	0.2585	0.1108	-0.0099	0.0425	0.0240	-0.0022	2	0	0	64
90788	0.2732	0.3575	-0.1299	0.0425	0.0240	-0.0022	2	0	0	64
90838	0.2704	0.4361	-0.1299	0.0425	0.0240	-0.0022	2	0	0	64
90888	0.2675	0.3026	-0.1299	0.0425	0.0240	-0.0022	2	0	0	64
90938	0.2614	0.2113	-0.1299	0.0425	0.0240	-0.0022	2	0	0	64
90988	0.2536	-0.0090	0.0599	0.0425	0.0240	-0.0022	2	0	0	64
91038	0.2697	0.0446	0.0599	0.0425	0.0240	-0.0022	2	0	0	64
91088	0.2814	-0.1757	0.0599	0.0425	0.0240	-0.0022	2	0	0	64
91138	0.2889	-0.0392	0.0599	0.0425	0.0240	-0.0022	2	0	0	64
91188	0.2953	-0.2199	0.0599	0.0425	0.0240	-0.0022	2	0	0	64
91238	0.3001	-0.0566	0.0599	0.0425	0.0240	-0.0022	2	0	0	64
91288	0.3094	0.2282	0.0900	0.0425	0.0240	-0.0022	2	0	0	64
91338	0.3259	0.3836	0.0900	0.0425	0.0240	-0.0022	2	0	0	64
91388	0.3401	0.4548	0.0900	0.0425	0.0240	-0.0022	2	0	0	64
91438	0.3509	0.3985	0.0900	0.0425	0.0240	-0.0022	2	0	0	64
91488	0.3655	0.0820	0.1299	0.0425	0.0240	-0.0022	2	0	0	64
91538	0.3040	-0.0663	0.1299	0.0425	0.0240	-0.0022	2	0	0	64
91588	0.2311	-0.0169	0.1299	0.0425	0.0240	-0.0022	2	0	0	64
91638	0.1665	0.0090	0.1299	0.0425	0.0240	-0.0022	2	0	0	64
91688	0.1058	0.0218	0.1299	0.0425	0.0240	-0.0022	2	0	0	64
91738	0.0091	-0.0975	0.1299	0.0425	0.0240	-0.0022	2	0	0	64
91788	-0.0953	-0.5368	-0.2099	0.0425	0.0240	-0.0022	2	0	0	64
91838	-0.2294	-0.7541	-0.2099	0.0425	0.0240	-0.0022	2	0	0	64
91888	-0.3254	-0.4692	-0.2099	0.0425	0.0240	-0.0022	2	0	0	64
91938	-0.3841	-0.3124	-0.2099	0.0425	0.0240	-0.0022	2	1	0	64
91988	-0.4103	-0.6419	-1.1499	0.0425	0.0240	-0.0022	2	1	0	64
92038	-0.5224	-0.8019	-1.1499	0.0425	0.0240	-0.0022	2	1	0	64
92088	-0.5691	-0.6645	-1.1499	0.0425	0.0240	-0.0022	2	1	0	64
92138	-0.5508	-0.6752	-1.1499	0.0425	0.0240	-0.0022	2	1	0	64
92188	-0.5088	-0.8373	-1.1499	0.0425	0.0240	-0.0022	2	1	0	64
92238	-0.4660	-0.9032	-1.1499	0.0425	0.0240	-0.0022	2	1	0	64
92288	-0.4287	-0.9035	-1.2400	0.0425	0.0240	-0.0022	2	1	0	64
92338	-0.4155	-0.7261	-1.2400	0.0425	0.0240	-0.0022	2	1	0	64
92388	-0.4262	-1.0821	-1.2400	0.0425	0.0240	-0.0022	2	1	0	64
92438	-0.4577	-1.1594	-1.2400	0.0425	0.0240	-0.0022	2	1	0	64
92488	-0.4710	-1.1562	-0.3600	0.0425	0.0240	-0.0022	2	1	0	64
92538	-0.3512	-1.1450	-0.3600	0.0425	0.0240	-0.0022	2	1	0	64
92588	-0.2208	-0.6500	-0.3600	0.0425	0.0240	-0.0022	2	1	0	64
92638	-0.1070	-0.4191	-0.3600	0.0425	0.0240	-0.0022	2	1	0	64
92688	-0.0027	-0.1920	-0.3600	0.0425	0.0240	-0.0022	2	1	0	64
92738	0.0829	-0.1181	-0.3600	0.0425	0.0240	-0.0022	2	1	0	64
92788	0.1152	-0.0769	-0.3400	0.0425	0.0240	-0.0022	2	1	0	64
92838	0.1124	0.0303	-0.3400	0.0425	0.0240	-0.0022	2	1	0	64
92888	0.1123	0.0817	-0.3400	0.0425	0.0240	-0.0022	2	1	0	64
92938	0.0890	-0.0157	-0.3400	0.0425	0.0240	-0.0022	2	1	0	64
92988	0.0774	-0.1086	-0.0900	0.0425	0.0240	-0.0022	2	1	0	64
93038	0.1013	-0.3160	-0.0900	0.0425	0.0240	-0.0022	2	1	0	64
93088	0.1075	-0.4240	-0.0900	0.0425	0.0240	-0.0022	2	1	0	64
93138	0.1185	-0.3868	-0.0900	0.0425	0.0240	-0.0022	2	1	0	64
93188	0.1414	-0.3584	-0.0900	0.0425	0.0240	-0.0022	2	1	0	64
93238	0.1781	-0.3356	-0.0900	0.0425	0.0240	-0.0022	2	1	0	64
93289	0.2259	-0.2328	-0.3000	0.0425	0.0240	-0.0022	2	1	0	64
93338	0.2181	-0.2086	-0.3000	0.0425	0.0240	-0.0022	2	1	0	64
93388	0.2128	-0.2333	-0.3000	0.0425	0.0240	-0.0022	2	1	0	64
93438	0.2001	-0.2789	-0.3000	0.0425	0.0240	-0.0022	2	1	0	64
93488	0.1792	-0.2471	0.0599	0.0425	0.0240	-0.0022	2	1	0	64
93538	0.2021	-0.4042	0.0599	0.0425	0.0240	-0.0022	2	1	0	64
93588	0.2298	-0.4320	0.0599	0.0425	0.0240	-0.0022	2	1	0	64
93638	0.2618	-0.4818	0.0599	0.0425	0.0240	-0.0022	2	1	0	64
93688	0.2854	-0.4901	0.0599	0.0425	0.0240	-0.0022	2	1	0	64
93738	0.2992	-0.4868	0.0599	0.0425	0.0240	-0.0022	2	1	0	64
93788	0.3115	-0.5609	0.0700	0.0425	0.0240	-0.0022	2	1	0	64
93838	0.3199	-0.3767	0.0700	0.0425	0.0240	-0.0022	2	1	0	64
93888	0.3145	-0.4349	0.0700	0.0425	0.0240	-0.0022	2	1	0	64
93938	0.3058	-0.4609	0.0700	0.0425	0.0240	-0.0022	2	1	0	64
93988	0.2932	-0.9356	-0.0099	0.0425	0.0240	-0.0022	2	1	0	64
94038	0.2584	-1.0392	-0.0099	0.0425	0.0240	-0.0022	2	1	0	64
94088	0.2258	-1.0846	-0.0099	0.0425	0.0240	-0.0022	2	1	0	64
94138	0.2049	-0.6629	-0.0099	0.0425	0.0240	-0.0022	2	1	0	64
94188	0.1956	-0.9346	-0.0099	0.0425	0.0240	-0.0022	2	1	0	64
94238	0.1872	-0.7150	-0.0099	0.0425	0.0240	-0.0022	2	1	0	64
94288	0.1869	-0.5840	0.0000	0.0425	0.0240	-0.0022	2	1	0	64
94338	0.2047	-0.2076	0.0000	0.0425	0.0240	-0.0022	2	1	0	64
94388	0.2369	-0.0063	0.0000	0.0425	0.0240	-0.0022	2	1	0	64
94438	0.2695	0.0958	0.0000	0.0425	0.0240	-0.0022	2	1	0	64
94488	0.2880	-0.0605	-0.0299	0.0425	0.0240	-0.0022	2	1	0	64
94538	0.2891	-0.1408	-0.0299	0.0425	0.0240	-0.0022	2	1	0	64
94589	0.2854	-0.1929	-0.0299	0.0425	0.0240	-0.0022	2	1	0	64
94638	0.2812	-0.1983	-0.0299	0.0425	0.0240	-0.0022	2	1	0	64
94688	0.2774	-0.1968	-0.0299	0.0425	0.0240	-0.0022	2	1	0	64
94738	0.2709	-0.1914	-0.0299	0.0425	0.0240	-0.0022	2	1	0	64
94788	0.2643	-0.2266	0.1700	0.0425	0.0240	-0.0022	2	1	0	64
94838	0.2887	-0.1957	0.1700	0.0425	0.0240	-0.0022	2	1	0	64
94888	0.3088	-0.1770	0.1700	0.0425	0.0240	-0.0022	2	1	0	64
94938	0.3192	-0.1631	0.1700	0.0425	0.0240	-0.0022	2	1	0	64
94988	0.3339	0.0160	0.0299	0.0425	0.0240	-0.0022	2	1	0	64
95038	0.3261	-0.1014	0.0299	0.0425	0.0240	-0.0022	2	1	0	64
95088	0.3268	0.2106	0.0299	0.0425	0.0240	-0.0022	2	1	0	64
95138	0.3310	0.2922	0.0299	0.0425	0.0240	-0.0022	2	1	0	64
95188	0.3360	0.3810	0.0299	0.0425	0.0240	-0.0022	2	1	0	64
95238	0.3404	0.4340	0.0299	0.0425	0.0240	-0.0022	2	1	0	64
95288	0.3447	0.2900	0.0399	0.0425	0.0240	-0.0022	2	1	0	64
95338	0.3458	0.2505	0.0399	0.0425	0.0240	-0.0022	2	1	0	64
95388	0.3447	0.0984	0.0399	0.0425	0.0240	-0.0022	2	1	0	64
95438	0.3427	0.1428	0.0399	0.0425	0.0240	-0.0022	2	1	0	64
95488	0.3411	0.0373	-0.1399	0.0425	0.0240	-0.0022	2	1	0	64
95538	0.3165	0.1488	-0.1399	0.0425	0.0240	-0.0022	2	1	0	64
95588	0.2878	-0.3369	-0.1399	0.0425	0.0240	-0.0022	2	1	0	64
95638	0.2662	-0.0422	-0.1399	0.0425	0.0240	-0.0022	2	1	0	64
95688	0.2462	-0.2190	-0.1399	0.0425	0.0240	-0.0022	2	1	0	64
95738	0.2349	0.1097	-0.1399	0.0425	0.0240	-0.0022	2	1	0	64
95788	0.2182	-0.0173	-0.0299	0.0425	0.0240	-0.0022	2	1	0	64
95838	0.2176	-0.1617	-0.0299	0.0425	0.0240	-0.0022	2	1	0	64
95888	0.2164	-0.2379	-0.0299	0.0425	0.0240	-0.0022	2	1	0	64
95938	0.2148	-0.2727	-0.0299	0.0425	0.0240	-0.0022	2	1	0	64
95988	0.2138	-0.2832	0.0399	0.0425	0.0240	-0.0022	2	1	0	64
96038	0.2239	-0.2414	0.0399	0.0425	0.0240	-0.0022	2	1	0	64
96088	0.2314	-0.2118	0.0399	0.0425	0.0240	-0.0022	2	1	0	64
96138	0.2380	0.0165	0.0399	0.0425	0.0240	-0.0022	2	1	0	64
96188	0.2500	0.1338	0.0399	0.0425	0.0240	-0.0022	2	1	0	64
96238	0.2636	0.1938	0.0399	0.0425	0.0240	-0.0022	2	1	0	64
96288	0.2751	0.1356	-0.0399	0.0425	0.0240	-0.0022	2	1	0	64
96338	0.2733	0.1028	-0.0399	0.0425	0.0240	-0.0022	2	1	0	64
96388	0.2734	0.1971	-0.0399	0.0425	0.0240	-0.0022	2	1	0	64
96438	0.2743	0.1649	-0.0399	0.0425	0.0240	-0.0022	2	1	0	64
96488	0.2738	0.0618	-0.1199	0.0425	0.0240	-0.0022	2	1	0	64
96538	0.2602	0.0066	-0.1199	0.0425	0.0240	-0.0022	2	1	0	64
96589	0.2474	-0.0219	-0.1199	0.0425	0.0240	-0.0022	2	1	0	192
96638	0.0264	-0.2897	-0.1199	0.0425	0.0240	-0.0022	2	1	0	192
96688	0.0305	-1.5298	-0.1199	0.0425	0.0240	-0.0022	2	1	0	192
96738	0.0111	-2.1845	-0.1199	0.0425	0.0240	-0.0022	2	1	0	192
96789	-0.0106	-2.3469	-0.1299	0.0425	0.0240	-0.0022	2	1	0	192
96838	-0.0295	-2.4209	-0.1299	0.0425	0.0240	-0.0022	2	1	0	192
96888	-0.0431	-2.4050	-0.1299	0.0425	0.0240	-0.0022	2	1	0	192
96938	-0.0768	-2.4689	-0.1299	0.0425	0.0240	-0.0022	2	1	0	192
96988	-0.1209	-2.6357	-0.0700	0.0425	0.0240	-0.0022	2	1	0	192
97038	-0.1485	-2.6682	-0.0700	0.0425	0.0240	-0.0022	2	1	0	192
97088	-0.1598	-2.4148	-0.0700	0.0425	0.0240	-0.0022	2	1	0	192
97138	-0.1411	-2.2280	-0.0700	0.0425	0.0240	-0.0022	2	1	0	192
97188	-0.1059	-2.2036	-0.0700	0.0425	0.0240	-0.0022	2	1	0	192
97238	-0.0649	-2.1839	-0.0700	0.0425	0.0240	-0.0022	2	1	0	192
97288	-0.0360	-1.9141	-0.2399	0.0425	0.0240	-0.0022	2	1	0	192
97338	-0.0284	-1.4772	-0.2399	0.0425	0.0240	-0.0022	2	1	0	192
97388	-0.0187	-1.2155	-0.2399	0.0425	0.0240	-0.0022	2	1	0	192
97438	-0.0053	-1.2887	-0.2399	0.0425	0.0240	-0.0022	2	1	0	192
97488	0.0094	-1.4360	-0.0500	0.0425	0.0240	-0.0022	2	1	1	192
97538	0.0545	-1.3997	-0.0500	0.0425	0.0240	-0.0022	2	1	1	192
97589	0.0775	-1.4404	-0.0500	0.0425	0.0240	-0.0022	2	1	1	192
97638	0.0837	-1.4308	-0.0500	0.0425	0.0240	-0.0022	2	1	1	192
97688	0.0663	-1.3936	-0.0500	0.0425	0.0240	-0.0022	2	1	1	192
97738	0.0383	-1.3427	-0.0500	0.0425	0.0240	-0.0022	2	1	1	192
97788	0.0120	-1.2695	0.2500	0.0425	0.0240	-0.0022	2	1	1	192
97838	0.0376	-1.2181	0.2500	0.0425	0.0240	-0.0022	2	1	1	192
97888	0.0564	-1.1220	0.2500	0.0425	0.0240	-0.0022	2	1	1	192
97938	0.0754	-1.0467	0.2500	0.0425	0.0240	-0.0022	2	1	1	192
97988	0.0944	-0.8996	-0.1299	0.0425	0.0240	-0.0022	2	1	1	192
98038	0.0714	-1.2831	-0.1299	0.0425	0.0240	-0.0022	2	1	1	192
98088	0.0565	-1.2229	-0.1299	0.0425	0.0240	-0.0022	2	1	1	192
98138	0.0568	-1.2086	-0.1299	0.0425	0.0240	-0.0022	2	1	1	192
98188	0.0694	-0.9397	-0.1299	0.0425	0.0240	-0.0022	2	1	1	192
98238	0.0809	-0.8103	-0.1299	0.0425	0.0240	-0.0022	2	1	1	192
98288	0.0879	-0.9423	0.0599	0.0425	0.0240	-0.0022	2	1	1	192
98338	0.1156	-0.9902	0.0599	0.0425	0.0240	-0.0022	2	1	1	192
98388	0.1363	-0.6970	0.0599	0.0425	0.0240	-0.0022	2	1	1	192
98438	0.1654	-0.5294	0.0599	0.0425	0.0240	-0.0022	2	1	1	192
98488	0.1884	-0.8350	0.0500	0.0425	0.0240	-0.0022	2	1	1	192
98538	0.2112	-0.9911	0.0500	0.0425	0.0240	-0.0022	2	1	1	192
98588	0.2579	-0.5451	0.0500	0.0425	0.0240	-0.0022	2	1	1	192
98638	0.3167	-0.2998	0.0500	0.0425	0.0240	-0.0022	2	1	1	192
98688	0.3855	-0.1235	0.0500	0.0425	0.0240	-0.0022	2	1	1	192
98738	0.4847	-0.0277	0.0500	0.0425	0.0240	-0.0022	2	1	1	192
98788	0.6048	0.1317	0.1900	0.0425	0.0240	-0.0022	2	1	1	192
98838	0.7607	0.1406	0.1900	0.0425	0.0240	-0.0022	2	1	1	192
98888	0.9155	0.0599	0.1900	0.0425	0.0240	-0.0022	2	1	1	192
98938	1.0376	-0.1518	0.1900	0.0425	0.0240	-0.0022	2	1	1	192
98988	1.1179	-0.4244	1.2300	0.0425	0.0240	-0.0022	2	1	1	192
99038	1.2756	-0.5603	1.2300	0.0425	0.0240	-0.0022	2	1	1	192
99088	1.3627	-0.2417	1.2300	0.0425	0.0240	-0.0022	2	1	1	192
99138	1.4036	0.1425	1.2300	0.0425	0.0240	-0.0022	2	1	1	192
99188	1.3978	0.4194	1.2300	0.0425	0.0240	-0.0022	2	1	1	192
99238	1.3141	0.6014	1.2300	0.0425	0.0240	-0.0022	2	1	1	192
99288	1.1268	0.7954	1.8699	0.0425	0.0240	-0.0022	2	1	1	192
99338	0.9104	0.8920	1.8699	0.0425	0.0240	-0.0022	2	1	1	192
99388	0.5029	0.7888	1.8699	0.0425	0.0240	-0.0022	2	1	1	192
99438	-0.1500	0.4510	1.8699	0.0425	0.0240	-0.0022	2	1	1	192
99488	-1.1577	-0.1473	0.2700	0.0425	0.0240	-0.0022	2	1	1	192
99538	-2.5412	-1.0553	0.2700	0.0425	0.0240	-0.0022	2	0	1	192
99588	-3.5091	-1.5735	0.2700	0.0425	0.0240	-0.0022	2	0	1	192
99638	-3.6187	-1.7404	0.2700	0.0425	0.0240	-0.0022	2	0	1	192
99688	-3.1389	-1.9263	0.2700	0.0425	0.0240	-0.0022	2	0	1	192
99738	-2.3466	-2.2193	0.2700	0.0425	0.0240	-0.0022	2	1	1	192
99788	-1.5454	-2.3901	-2.7899	0.0425	0.0240	-0.0022	2	1	1	192
99838	-1.2615	-2.3575	-2.7899	0.0425	0.0240	-0.0022	2	0	1	192
99888	-1.0455	-2.3392	-2.7899	0.0425	0.0240	-0.0022	2	0	2	192
99938	-0.8713	-1.9711	-2.7899	0.0425	0.0240	-0.0022	2	0	2	192
99988	-0.7401	-2.6808	1.3899	0.0425	0.0240	-0.0022	2	0	2	192
100038	-0.0938	-2.8818	1.3899	0.0425	0.0240	-0.0022	2	0	2	192
100088	0.3963	-3.1296	1.3899	0.0425	0.0240	-0.0022	2	0	2	192
100138	0.7577	-2.5995	1.3899	0.0425	0.0240	-0.0022	2	1	2	192
100188	0.9540	-2.4650	1.3899	0.0425	0.0240	-0.0022	2	1	2	192
100238	1.0648	-2.3484	1.3899	0.0425	0.0240	-0.0022	2	0	2	192
100288	1.1581	-2.2882	4.4099	0.0425	0.0240	-0.0022	2	0	2	192
100338	1.6652	-2.2342	4.4099	0.0425	0.0240	-0.0022	2	0	2	192
100388	2.0743	-1.9776	4.4099	0.0425	0.0240	-0.0022	2	0	2	192
100438	2.4135	-1.7659	4.4099	0.0425	0.0240	-0.0022	2	0	2	192
100488	2.7150	-1.5954	4.2100	0.0425	0.0240	-0.0022	2	0	2	192
100538	2.9852	-1.5478	4.2100	0.0425	0.0240	-0.0022	2	1	2	192
